id,onoma_dimou_koinotitas,kodikos_koinotitas,eidos_koinotitas,kodikos_dimotikis_enotitas,onoma_dimotikis_enotitas,kodikos_neou_ota,eidos_neou_ota,onoma_neou_ota,kodikos_perifereiakis_enotitas,perifereiaki_enotita,kodikos_perifereias,perifereia,code
5564,ΠΟΣΕΙΔΩΝΙΑΣ,93000302,ΤΟΠ. ΚΟΙΝΟΤ,930003,ΠΟΣΕΙΔΩΝΙΑΣ,9300,ΔΗΜΟΣ,ΣΥΡΟΥ-ΕΡΜΟΥΠΟΛΗΣ,1212,ΣΥΡΟΥ,12,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,312402
5565,ΦΟΙΝΙΚΟΣ,93000303,ΤΟΠ. ΚΟΙΝΟΤ,930003,ΠΟΣΕΙΔΩΝΙΑΣ,9300,ΔΗΜΟΣ,ΣΥΡΟΥ-ΕΡΜΟΥΠΟΛΗΣ,1212,ΣΥΡΟΥ,12,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,312403
5566,ΑΓΑΠΗΣ,93010101,ΤΟΠ. ΚΟΙΝΟΤ,930101,ΕΞΩΜΒΟΥΡΓΟΥ,9301,ΔΗΜΟΣ,ΤΗΝΟΥ,1213,ΤΗΝΟΥ,12,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,310801
5567,ΚΑΛΛΟΝΗΣ,93010102,ΤΟΠ. ΚΟΙΝΟΤ,930101,ΕΞΩΜΒΟΥΡΓΟΥ,9301,ΔΗΜΟΣ,ΤΗΝΟΥ,1213,ΤΗΝΟΥ,12,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,310802
5568,ΚΑΜΠΟΥ,93010103,ΤΟΠ. ΚΟΙΝΟΤ,930101,ΕΞΩΜΒΟΥΡΓΟΥ,9301,ΔΗΜΟΣ,ΤΗΝΟΥ,1213,ΤΗΝΟΥ,12,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,310803
5569,ΚΑΡΔΙΑΝΗΣ,93010104,ΤΟΠ. ΚΟΙΝΟΤ,930101,ΕΞΩΜΒΟΥΡΓΟΥ,9301,ΔΗΜΟΣ,ΤΗΝΟΥ,1213,ΤΗΝΟΥ,12,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,310804
5570,ΚΤΙΚΑΔΟΥ,93010105,ΤΟΠ. ΚΟΙΝΟΤ,930101,ΕΞΩΜΒΟΥΡΓΟΥ,9301,ΔΗΜΟΣ,ΤΗΝΟΥ,1213,ΤΗΝΟΥ,12,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,310805
5571,ΚΩΜΗΣ,93010106,ΤΟΠ. ΚΟΙΝΟΤ,930101,ΕΞΩΜΒΟΥΡΓΟΥ,9301,ΔΗΜΟΣ,ΤΗΝΟΥ,1213,ΤΗΝΟΥ,12,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,310806
5572,ΣΤΕΝΗΣ,93010107,ΤΟΠ. ΚΟΙΝΟΤ,930101,ΕΞΩΜΒΟΥΡΓΟΥ,9301,ΔΗΜΟΣ,ΤΗΝΟΥ,1213,ΤΗΝΟΥ,12,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,310807
5573,ΥΣΤΕΡΝΙΩΝ,93010108,ΤΟΠ. ΚΟΙΝΟΤ,930101,ΕΞΩΜΒΟΥΡΓΟΥ,9301,ΔΗΜΟΣ,ΤΗΝΟΥ,1213,ΤΗΝΟΥ,12,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,310808
5574,ΦΑΛΑΤΑΔΟΥ,93010109,ΤΟΠ. ΚΟΙΝΟΤ,930101,ΕΞΩΜΒΟΥΡΓΟΥ,9301,ΔΗΜΟΣ,ΤΗΝΟΥ,1213,ΤΗΝΟΥ,12,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,310809
5575,ΠΑΝΟΡΜΟΥ,93010201,ΤΟΠ. ΚΟΙΝΟΤ,930102,ΠΑΝΟΡΜΟΥ,9301,ΔΗΜΟΣ,ΤΗΝΟΥ,1213,ΤΗΝΟΥ,12,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,312201
5576,ΤΗΝΟΥ,93010301,ΔΗΜ. ΚΟΙΝΟΤ,930103,ΤΗΝΟΥ,9301,ΔΗΜΟΣ,ΤΗΝΟΥ,1213,ΤΗΝΟΥ,12,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,312902
5577,ΔΥΟ ΧΩΡΙΩΝ,93010302,ΤΟΠ. ΚΟΙΝΟΤ,930103,ΤΗΝΟΥ,9301,ΔΗΜΟΣ,ΤΗΝΟΥ,1213,ΤΗΝΟΥ,12,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,312901
5578,ΤΡΙΑΝΤΑΡΟΥ,93010303,ΤΟΠ. ΚΟΙΝΟΤ,930103,ΤΗΝΟΥ,9301,ΔΗΜΟΣ,ΤΗΝΟΥ,1213,ΤΗΝΟΥ,12,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,312903
5579,ΑΡΧΑΝΩΝ,93020101,ΔΗΜ. ΚΟΙΝΟΤ,930201,ΑΡΧΑΝΩΝ,9302,ΔΗΜΟΣ,ΑΡΧΑΝΩΝ - ΑΣΤΕΡΟΥΣΙΩΝ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190301
5580,ΚΑΤΩ ΑΡΧΑΝΩΝ,93020102,ΤΟΠ. ΚΟΙΝΟΤ,930201,ΑΡΧΑΝΩΝ,9302,ΔΗΜΟΣ,ΑΡΧΑΝΩΝ - ΑΣΤΕΡΟΥΣΙΩΝ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190302
5581,ΑΧΕΝΤΡΙΑ,93020201,ΤΟΠ. ΚΟΙΝΟΤ,930202,ΑΣΤΕΡΟΥΣΙΩΝ,9302,ΔΗΜΟΣ,ΑΡΧΑΝΩΝ - ΑΣΤΕΡΟΥΣΙΩΝ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190401
5582,ΕΘΙΑΣ,93020202,ΤΟΠ. ΚΟΙΝΟΤ,930202,ΑΣΤΕΡΟΥΣΙΩΝ,9302,ΔΗΜΟΣ,ΑΡΧΑΝΩΝ - ΑΣΤΕΡΟΥΣΙΩΝ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190402
5583,ΚΑΛΥΒΙΩΝ,93020203,ΤΟΠ. ΚΟΙΝΟΤ,930202,ΑΣΤΕΡΟΥΣΙΩΝ,9302,ΔΗΜΟΣ,ΑΡΧΑΝΩΝ - ΑΣΤΕΡΟΥΣΙΩΝ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190403
5584,ΛΙΓΟΡΤΥΝΟΥ,93020204,ΤΟΠ. ΚΟΙΝΟΤ,930202,ΑΣΤΕΡΟΥΣΙΩΝ,9302,ΔΗΜΟΣ,ΑΡΧΑΝΩΝ - ΑΣΤΕΡΟΥΣΙΩΝ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190404
5585,ΜΕΣΟΧΩΡΙΟΥ,93020205,ΤΟΠ. ΚΟΙΝΟΤ,930202,ΑΣΤΕΡΟΥΣΙΩΝ,9302,ΔΗΜΟΣ,ΑΡΧΑΝΩΝ - ΑΣΤΕΡΟΥΣΙΩΝ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190405
5586,ΠΑΡΑΝΥΜΦΩΝ,93020206,ΤΟΠ. ΚΟΙΝΟΤ,930202,ΑΣΤΕΡΟΥΣΙΩΝ,9302,ΔΗΜΟΣ,ΑΡΧΑΝΩΝ - ΑΣΤΕΡΟΥΣΙΩΝ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190406
5587,ΠΡΑΙΤΟΡΙΩΝ,93020207,ΤΟΠ. ΚΟΙΝΟΤ,930202,ΑΣΤΕΡΟΥΣΙΩΝ,9302,ΔΗΜΟΣ,ΑΡΧΑΝΩΝ - ΑΣΤΕΡΟΥΣΙΩΝ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190407
5588,ΠΥΡΓΟΥ,93020208,ΤΟΠ. ΚΟΙΝΟΤ,930202,ΑΣΤΕΡΟΥΣΙΩΝ,9302,ΔΗΜΟΣ,ΑΡΧΑΝΩΝ - ΑΣΤΕΡΟΥΣΙΩΝ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190408
5589,ΤΕΦΕΛΙΟΥ,93020209,ΤΟΠ. ΚΟΙΝΟΤ,930202,ΑΣΤΕΡΟΥΣΙΩΝ,9302,ΔΗΜΟΣ,ΑΡΧΑΝΩΝ - ΑΣΤΕΡΟΥΣΙΩΝ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190409
5590,ΧΑΡΑΚΙΟΥ,93020210,ΤΟΠ. ΚΟΙΝΟΤ,930202,ΑΣΤΕΡΟΥΣΙΩΝ,9302,ΔΗΜΟΣ,ΑΡΧΑΝΩΝ - ΑΣΤΕΡΟΥΣΙΩΝ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190410
5591,ΧΑΡΑΚΟΣ,93020211,ΤΟΠ. ΚΟΙΝΟΤ,930202,ΑΣΤΕΡΟΥΣΙΩΝ,9302,ΔΗΜΟΣ,ΑΡΧΑΝΩΝ - ΑΣΤΕΡΟΥΣΙΩΝ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190411
5592,ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,93020301,ΤΟΠ. ΚΟΙΝΟΤ,930203,ΝΙΚΟΥ ΚΑΖΑΝΤΖΑΚΗ,9302,ΔΗΜΟΣ,ΑΡΧΑΝΩΝ - ΑΣΤΕΡΟΥΣΙΩΝ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,192001
5593,ΑΓΙΩΝ ΠΑΡΑΣΚΙΩΝ,93020302,ΤΟΠ. ΚΟΙΝΟΤ,930203,ΝΙΚΟΥ ΚΑΖΑΝΤΖΑΚΗ,9302,ΔΗΜΟΣ,ΑΡΧΑΝΩΝ - ΑΣΤΕΡΟΥΣΙΩΝ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,192002
5594,ΑΛΑΓΝΙΟΥ,93020303,ΤΟΠ. ΚΟΙΝΟΤ,930203,ΝΙΚΟΥ ΚΑΖΑΝΤΖΑΚΗ,9302,ΔΗΜΟΣ,ΑΡΧΑΝΩΝ - ΑΣΤΕΡΟΥΣΙΩΝ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,192003
5595,ΑΣΤΡΑΚΩΝ,93020304,ΤΟΠ. ΚΟΙΝΟΤ,930203,ΝΙΚΟΥ ΚΑΖΑΝΤΖΑΚΗ,9302,ΔΗΜΟΣ,ΑΡΧΑΝΩΝ - ΑΣΤΕΡΟΥΣΙΩΝ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,192004
5596,ΑΣΤΡΙΤΣΙΟΥ,93020305,ΤΟΠ. ΚΟΙΝΟΤ,930203,ΝΙΚΟΥ ΚΑΖΑΝΤΖΑΚΗ,9302,ΔΗΜΟΣ,ΑΡΧΑΝΩΝ - ΑΣΤΕΡΟΥΣΙΩΝ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,192005
5597,ΔΑΜΑΝΙΩΝ,93020306,ΤΟΠ. ΚΟΙΝΟΤ,930203,ΝΙΚΟΥ ΚΑΖΑΝΤΖΑΚΗ,9302,ΔΗΜΟΣ,ΑΡΧΑΝΩΝ - ΑΣΤΕΡΟΥΣΙΩΝ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,192006
5598,ΚΑΛΛΟΝΗΣ,93020307,ΤΟΠ. ΚΟΙΝΟΤ,930203,ΝΙΚΟΥ ΚΑΖΑΝΤΖΑΚΗ,9302,ΔΗΜΟΣ,ΑΡΧΑΝΩΝ - ΑΣΤΕΡΟΥΣΙΩΝ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,192007
5599,ΚΑΤΑΛΑΓΑΡΙΟΥ,93020308,ΤΟΠ. ΚΟΙΝΟΤ,930203,ΝΙΚΟΥ ΚΑΖΑΝΤΖΑΚΗ,9302,ΔΗΜΟΣ,ΑΡΧΑΝΩΝ - ΑΣΤΕΡΟΥΣΙΩΝ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,192008
5600,ΚΟΥΝΑΒΩΝ,93020309,ΤΟΠ. ΚΟΙΝΟΤ,930203,ΝΙΚΟΥ ΚΑΖΑΝΤΖΑΚΗ,9302,ΔΗΜΟΣ,ΑΡΧΑΝΩΝ - ΑΣΤΕΡΟΥΣΙΩΝ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,192009
5601,ΜΕΛΕΣΩΝ,93020310,ΤΟΠ. ΚΟΙΝΟΤ,930203,ΝΙΚΟΥ ΚΑΖΑΝΤΖΑΚΗ,9302,ΔΗΜΟΣ,ΑΡΧΑΝΩΝ - ΑΣΤΕΡΟΥΣΙΩΝ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,192010
5602,ΜΕΤΑΞΟΧΩΡΙΟΥ,93020311,ΤΟΠ. ΚΟΙΝΟΤ,930203,ΝΙΚΟΥ ΚΑΖΑΝΤΖΑΚΗ,9302,ΔΗΜΟΣ,ΑΡΧΑΝΩΝ - ΑΣΤΕΡΟΥΣΙΩΝ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,192011
5603,ΜΥΡΤΙΑΣ,93020312,ΤΟΠ. ΚΟΙΝΟΤ,930203,ΝΙΚΟΥ ΚΑΖΑΝΤΖΑΚΗ,9302,ΔΗΜΟΣ,ΑΡΧΑΝΩΝ - ΑΣΤΕΡΟΥΣΙΩΝ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,192012
5604,ΠΕΖΩΝ,93020313,ΤΟΠ. ΚΟΙΝΟΤ,930203,ΝΙΚΟΥ ΚΑΖΑΝΤΖΑΚΗ,9302,ΔΗΜΟΣ,ΑΡΧΑΝΩΝ - ΑΣΤΕΡΟΥΣΙΩΝ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,192013
5605,ΧΟΥΔΕΤΣΙΟΥ,93020314,ΤΟΠ. ΚΟΙΝΟΤ,930203,ΝΙΚΟΥ ΚΑΖΑΝΤΖΑΚΗ,9302,ΔΗΜΟΣ,ΑΡΧΑΝΩΝ - ΑΣΤΕΡΟΥΣΙΩΝ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,192014
5606,ΑΓΙΟΥ ΒΑΣΙΛΕΙΟΥ,93030101,ΤΟΠ. ΚΟΙΝΟΤ,930301,ΒΙΑΝΝΟΥ,9303,ΔΗΜΟΣ,ΒΙΑΝΝΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190501
5607,ΑΜΙΡΑ,93030102,ΤΟΠ. ΚΟΙΝΟΤ,930301,ΒΙΑΝΝΟΥ,9303,ΔΗΜΟΣ,ΒΙΑΝΝΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190502
5608,ΑΝΩ ΒΙΑΝΝΟΥ,93030103,ΤΟΠ. ΚΟΙΝΟΤ,930301,ΒΙΑΝΝΟΥ,9303,ΔΗΜΟΣ,ΒΙΑΝΝΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190503
5609,ΑΦΡΑΤΙΟΥ,93030104,ΤΟΠ. ΚΟΙΝΟΤ,930301,ΒΙΑΝΝΟΥ,9303,ΔΗΜΟΣ,ΒΙΑΝΝΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190504
5610,ΒΑΧΟΥ,93030105,ΤΟΠ. ΚΟΙΝΟΤ,930301,ΒΙΑΝΝΟΥ,9303,ΔΗΜΟΣ,ΒΙΑΝΝΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190505
5611,ΕΜΠΑΡΟΥ,93030106,ΤΟΠ. ΚΟΙΝΟΤ,930301,ΒΙΑΝΝΟΥ,9303,ΔΗΜΟΣ,ΒΙΑΝΝΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190506
5612,ΚΑΛΑΜΙΟΥ,93030107,ΤΟΠ. ΚΟΙΝΟΤ,930301,ΒΙΑΝΝΟΥ,9303,ΔΗΜΟΣ,ΒΙΑΝΝΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190507
5613,ΚΑΤΩ ΒΙΑΝΝΟΥ,93030108,ΤΟΠ. ΚΟΙΝΟΤ,930301,ΒΙΑΝΝΟΥ,9303,ΔΗΜΟΣ,ΒΙΑΝΝΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190508
5614,ΚΑΤΩ ΣΥΜΗΣ,93030109,ΤΟΠ. ΚΟΙΝΟΤ,930301,ΒΙΑΝΝΟΥ,9303,ΔΗΜΟΣ,ΒΙΑΝΝΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190509
5615,ΚΕΦΑΛΟΒΡΥΣΙΟΥ,93030110,ΤΟΠ. ΚΟΙΝΟΤ,930301,ΒΙΑΝΝΟΥ,9303,ΔΗΜΟΣ,ΒΙΑΝΝΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190510
5616,ΜΑΡΘΑΣ,93030111,ΤΟΠ. ΚΟΙΝΟΤ,930301,ΒΙΑΝΝΟΥ,9303,ΔΗΜΟΣ,ΒΙΑΝΝΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190511
5617,ΜΙΛΛΙΑΡΑΔΩΝ,93030112,ΤΟΠ. ΚΟΙΝΟΤ,930301,ΒΙΑΝΝΟΥ,9303,ΔΗΜΟΣ,ΒΙΑΝΝΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190512
5618,ΞΕΝΙΑΚΟΥ,93030113,ΤΟΠ. ΚΟΙΝΟΤ,930301,ΒΙΑΝΝΟΥ,9303,ΔΗΜΟΣ,ΒΙΑΝΝΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190513
5619,ΠΕΥΚΟΥ,93030114,ΤΟΠ. ΚΟΙΝΟΤ,930301,ΒΙΑΝΝΟΥ,9303,ΔΗΜΟΣ,ΒΙΑΝΝΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190514
5620,ΣΥΚΟΛΟΓΟΥ,93030115,ΤΟΠ. ΚΟΙΝΟΤ,930301,ΒΙΑΝΝΟΥ,9303,ΔΗΜΟΣ,ΒΙΑΝΝΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190515
5621,ΧΟΝΔΡΟΥ,93030116,ΤΟΠ. ΚΟΙΝΟΤ,930301,ΒΙΑΝΝΟΥ,9303,ΔΗΜΟΣ,ΒΙΑΝΝΟΥ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190516
5622,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,93040101,ΔΗΜ. ΚΟΙΝΟΤ,930401,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,9304,ΔΗΜΟΣ,ΓΟΡΤΥΝΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190101
5623,ΑΓΙΟΥ ΘΩΜΑ,93040102,ΤΟΠ. ΚΟΙΝΟΤ,930401,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,9304,ΔΗΜΟΣ,ΓΟΡΤΥΝΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190102
5624,ΑΝΩ ΜΟΥΛΙΩΝ,93040103,ΤΟΠ. ΚΟΙΝΟΤ,930401,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,9304,ΔΗΜΟΣ,ΓΟΡΤΥΝΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190103
5625,ΔΟΥΛΙΟΥ,93040104,ΤΟΠ. ΚΟΙΝΟΤ,930401,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,9304,ΔΗΜΟΣ,ΓΟΡΤΥΝΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190104
5626,ΛΑΡΑΝΙΟΥ,93040105,ΤΟΠ. ΚΟΙΝΟΤ,930401,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,9304,ΔΗΜΟΣ,ΓΟΡΤΥΝΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190105
5627,ΜΕΓΑΛΗΣ ΒΡΥΣΗΣ,93040106,ΤΟΠ. ΚΟΙΝΟΤ,930401,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,9304,ΔΗΜΟΣ,ΓΟΡΤΥΝΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190106
5628,ΠΡΙΝΙΑ,93040107,ΤΟΠ. ΚΟΙΝΟΤ,930401,ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,9304,ΔΗΜΟΣ,ΓΟΡΤΥΝΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190107
5629,ΑΓΙΟΥ ΚΥΡΙΛΛΟΥ,93040201,ΤΟΠ. ΚΟΙΝΟΤ,930402,ΓΟΡΤΥΝΑΣ,9304,ΔΗΜΟΣ,ΓΟΡΤΥΝΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190801
5630,ΑΓΙΩΝ ΔΕΚΑ,93040202,ΤΟΠ. ΚΟΙΝΟΤ,930402,ΓΟΡΤΥΝΑΣ,9304,ΔΗΜΟΣ,ΓΟΡΤΥΝΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190802
5631,ΑΜΠΕΛΟΥΖΟΥ,93040203,ΤΟΠ. ΚΟΙΝΟΤ,930402,ΓΟΡΤΥΝΑΣ,9304,ΔΗΜΟΣ,ΓΟΡΤΥΝΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190803
5632,ΑΠΕΣΩΚΑΡΙΟΥ,93040204,ΤΟΠ. ΚΟΙΝΟΤ,930402,ΓΟΡΤΥΝΑΣ,9304,ΔΗΜΟΣ,ΓΟΡΤΥΝΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190804
5633,ΒΑΓΙΟΝΙΑΣ,93040205,ΤΟΠ. ΚΟΙΝΟΤ,930402,ΓΟΡΤΥΝΑΣ,9304,ΔΗΜΟΣ,ΓΟΡΤΥΝΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190805
5634,ΒΑΣΙΛΙΚΗΣ,93040206,ΤΟΠ. ΚΟΙΝΟΤ,930402,ΓΟΡΤΥΝΑΣ,9304,ΔΗΜΟΣ,ΓΟΡΤΥΝΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190806
5635,ΒΑΣΙΛΙΚΩΝ ΑΝΩΓΕΙΩΝ,93040207,ΤΟΠ. ΚΟΙΝΟΤ,930402,ΓΟΡΤΥΝΑΣ,9304,ΔΗΜΟΣ,ΓΟΡΤΥΝΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190807
5636,ΓΚΑΓΚΑΛΩΝ,93040208,ΤΟΠ. ΚΟΙΝΟΤ,930402,ΓΟΡΤΥΝΑΣ,9304,ΔΗΜΟΣ,ΓΟΡΤΥΝΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190808
5637,ΜΗΤΡΟΠΟΛΕΩΣ,93040209,ΤΟΠ. ΚΟΙΝΟΤ,930402,ΓΟΡΤΥΝΑΣ,9304,ΔΗΜΟΣ,ΓΟΡΤΥΝΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190809
5638,ΜΙΑΜΟΥΣ,93040210,ΤΟΠ. ΚΟΙΝΟΤ,930402,ΓΟΡΤΥΝΑΣ,9304,ΔΗΜΟΣ,ΓΟΡΤΥΝΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190810
5639,ΠΛΑΤΑΝΟΥ,93040211,ΤΟΠ. ΚΟΙΝΟΤ,930402,ΓΟΡΤΥΝΑΣ,9304,ΔΗΜΟΣ,ΓΟΡΤΥΝΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190811
5640,ΠΛΩΡΑΣ,93040212,ΤΟΠ. ΚΟΙΝΟΤ,930402,ΓΟΡΤΥΝΑΣ,9304,ΔΗΜΟΣ,ΓΟΡΤΥΝΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190812
5641,ΧΟΥΣΤΟΥΛΙΑΝΩΝ,93040213,ΤΟΠ. ΚΟΙΝΟΤ,930402,ΓΟΡΤΥΝΑΣ,9304,ΔΗΜΟΣ,ΓΟΡΤΥΝΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,190813
5642,ΑΝΩ ΑΚΡΙΩΝ,93040301,ΤΟΠ. ΚΟΙΝΟΤ,930403,ΚΟΦΙΝΑ,9304,ΔΗΜΟΣ,ΓΟΡΤΥΝΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191501
5643,ΑΣΗΜΙΟΥ,93040302,ΤΟΠ. ΚΟΙΝΟΤ,930403,ΚΟΦΙΝΑ,9304,ΔΗΜΟΣ,ΓΟΡΤΥΝΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191502
5644,ΔΙΟΝΥΣΙΟΥ,93040303,ΤΟΠ. ΚΟΙΝΟΤ,930403,ΚΟΦΙΝΑ,9304,ΔΗΜΟΣ,ΓΟΡΤΥΝΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191503
5645,ΛΟΥΡΩΝ,93040304,ΤΟΠ. ΚΟΙΝΟΤ,930403,ΚΟΦΙΝΑ,9304,ΔΗΜΟΣ,ΓΟΡΤΥΝΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191504
5646,ΣΟΚΑΡΑ,93040305,ΤΟΠ. ΚΟΙΝΟΤ,930403,ΚΟΦΙΝΑ,9304,ΔΗΜΟΣ,ΓΟΡΤΥΝΑΣ,1301,ΗΡΑΚΛΕΙΟΥ,13,ΚΡΗΤΗΣ,191505
