id,kodikos_dimotikis_enotitas,onoma_dimotikis_enotitas,kodikos_neou_ota,eidos_neou_ota,onoma_neou_ota,kodikos_perifereiakis_enotitas,perifereiaki_enotita,kodikos_perifereias,perifereia
465,912103,ΚΑΛΑΜΟΥ,9121,ΔΗΜΟΣ,ΛΕΥΚΑΔΑΣ,605,ΛΕΥΚΑΔΑΣ,6,ΙΟΝΙΩΝ ΝΗΣΩΝ
466,912104,ΚΑΡΥΑΣ,9121,ΔΗΜΟΣ,ΛΕΥΚΑΔΑΣ,605,ΛΕΥΚΑΔΑΣ,6,ΙΟΝΙΩΝ ΝΗΣΩΝ
467,912105,ΚΑΣΤΟΥ,9121,ΔΗΜΟΣ,ΛΕΥΚΑΔΑΣ,605,ΛΕΥΚΑΔΑΣ,6,ΙΟΝΙΩΝ ΝΗΣΩΝ
468,912106,ΛΕΥΚΑΔΟΣ,9121,ΔΗΜΟΣ,ΛΕΥΚΑΔΑΣ,605,ΛΕΥΚΑΔΑΣ,6,ΙΟΝΙΩΝ ΝΗΣΩΝ
469,912107,ΣΦΑΚΙΩΤΩΝ,9121,ΔΗΜΟΣ,ΛΕΥΚΑΔΑΣ,605,ΛΕΥΚΑΔΑΣ,6,ΙΟΝΙΩΝ ΝΗΣΩΝ
470,912201,ΜΕΓΑΝΗΣΙΟΥ,9122,ΔΗΜΟΣ,ΜΕΓΑΝΗΣΙΟΥ,605,ΛΕΥΚΑΔΑΣ,6,ΙΟΝΙΩΝ ΝΗΣΩΝ
471,912301,ΑΓΓΕΛΟΚΑΣΤΡΟΥ,9123,ΔΗΜΟΣ,ΑΓΡΙΝΙΟΥ,701,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
472,912302,ΑΓΡΙΝΙΟΥ,9123,ΔΗΜΟΣ,ΑΓΡΙΝΙΟΥ,701,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
473,912303,ΑΡΑΚΥΝΘΟΥ,9123,ΔΗΜΟΣ,ΑΓΡΙΝΙΟΥ,701,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
474,912304,ΘΕΣΤΙΕΩΝ,9123,ΔΗΜΟΣ,ΑΓΡΙΝΙΟΥ,701,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
475,912305,ΜΑΚΡΥΝΕΙΑΣ,9123,ΔΗΜΟΣ,ΑΓΡΙΝΙΟΥ,701,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
476,912306,ΝΕΑΠΟΛΗΣ,9123,ΔΗΜΟΣ,ΑΓΡΙΝΙΟΥ,701,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
477,912307,ΠΑΝΑΙΤΩΛΙΚΟΥ,9123,ΔΗΜΟΣ,ΑΓΡΙΝΙΟΥ,701,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
478,912308,ΠΑΡΑΒΟΛΑΣ,9123,ΔΗΜΟΣ,ΑΓΡΙΝΙΟΥ,701,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
479,912309,ΠΑΡΑΚΑΜΠΥΛΙΩΝ,9123,ΔΗΜΟΣ,ΑΓΡΙΝΙΟΥ,701,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
480,912310,ΣΤΡΑΤΟΥ,9123,ΔΗΜΟΣ,ΑΓΡΙΝΙΟΥ,701,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
481,912401,ΑΝΑΚΤΟΡΙΟΥ,9124,ΔΗΜΟΣ,ΑΚΤΙΟΥ-ΒΟΝΙΤΣΑΣ,701,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
482,912402,ΜΕΔΕΩΝΟΣ,9124,ΔΗΜΟΣ,ΑΚΤΙΟΥ-ΒΟΝΙΤΣΑΣ,701,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
483,912403,ΠΑΛΑΙΡΟΥ,9124,ΔΗΜΟΣ,ΑΚΤΙΟΥ-ΒΟΝΙΤΣΑΣ,701,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
484,912501,ΑΜΦΙΛΟΧΙΑΣ,9125,ΔΗΜΟΣ,ΑΜΦΙΛΟΧΙΑΣ,701,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
485,912502,ΙΝΑΧΟΥ,9125,ΔΗΜΟΣ,ΑΜΦΙΛΟΧΙΑΣ,701,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
486,912503,ΜΕΝΙΔΙΟΥ,9125,ΔΗΜΟΣ,ΑΜΦΙΛΟΧΙΑΣ,701,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
487,912601,ΘΕΡΜΟΥ,9126,ΔΗΜΟΣ,ΘΕΡΜΟΥ,701,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
488,912701,ΑΙΤΩΛΙΚΟΥ,9127,ΔΗΜΟΣ,ΙΕΡΑΣ ΠΟΛΗΣ ΜΕΣΟΛΟΓΓΙΟΥ,701,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
489,912702,ΙΕΡΑΣ ΠΟΛΗΣ ΜΕΣΟΛΟΓΓΙΟΥ,9127,ΔΗΜΟΣ,ΙΕΡΑΣ ΠΟΛΗΣ ΜΕΣΟΛΟΓΓΙΟΥ,701,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
490,912703,ΟΙΝΙΑΔΩΝ,9127,ΔΗΜΟΣ,ΙΕΡΑΣ ΠΟΛΗΣ ΜΕΣΟΛΟΓΓΙΟΥ,701,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
491,912801,ΑΝΤΙΡΡΙΟΥ,9128,ΔΗΜΟΣ,ΝΑΥΠΑΚΤΙΑΣ,701,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
492,912802,ΑΠΟΔΟΤΙΑΣ,9128,ΔΗΜΟΣ,ΝΑΥΠΑΚΤΙΑΣ,701,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
493,912803,ΝΑΥΠΑΚΤΟΥ,9128,ΔΗΜΟΣ,ΝΑΥΠΑΚΤΙΑΣ,701,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
494,912804,ΠΛΑΤΑΝΟΥ,9128,ΔΗΜΟΣ,ΝΑΥΠΑΚΤΙΑΣ,701,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
495,912805,ΠΥΛΛΗΝΗΣ,9128,ΔΗΜΟΣ,ΝΑΥΠΑΚΤΙΑΣ,701,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
496,912806,ΧΑΛΚΕΙΑΣ,9128,ΔΗΜΟΣ,ΝΑΥΠΑΚΤΙΑΣ,701,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
497,912901,ΑΛΥΖΙΑΣ,9129,ΔΗΜΟΣ,ΞΗΡΟΜΕΡΟΥ,701,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
498,912902,ΑΣΤΑΚΟΥ,9129,ΔΗΜΟΣ,ΞΗΡΟΜΕΡΟΥ,701,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
499,912903,ΦΥΤΕΙΩΝ,9129,ΔΗΜΟΣ,ΞΗΡΟΜΕΡΟΥ,701,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
500,913001,ΑΙΓΕΙΡΑΣ,9130,ΔΗΜΟΣ,ΑΙΓΙΑΛΕΙΑΣ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
501,913002,ΑΙΓΙΟΥ,9130,ΔΗΜΟΣ,ΑΙΓΙΑΛΕΙΑΣ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
502,913003,ΑΚΡΑΤΑΣ,9130,ΔΗΜΟΣ,ΑΙΓΙΑΛΕΙΑΣ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
503,913004,ΔΙΑΚΟΠΤΟΥ,9130,ΔΗΜΟΣ,ΑΙΓΙΑΛΕΙΑΣ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
504,913005,ΕΡΙΝΕΟΥ,9130,ΔΗΜΟΣ,ΑΙΓΙΑΛΕΙΑΣ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
505,913006,ΣΥΜΠΟΛΙΤΕΙΑΣ,9130,ΔΗΜΟΣ,ΑΙΓΙΑΛΕΙΑΣ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
506,913101,ΔΥΜΗΣ,9131,ΔΗΜΟΣ,ΔΥΤΙΚΗΣ ΑΧΑΙΑΣ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
507,913102,ΛΑΡΙΣΣΟΥ,9131,ΔΗΜΟΣ,ΔΥΤΙΚΗΣ ΑΧΑΙΑΣ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
508,913103,ΜΟΒΡΗΣ,9131,ΔΗΜΟΣ,ΔΥΤΙΚΗΣ ΑΧΑΙΑΣ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
509,913104,ΩΛΕΝΙΑΣ,9131,ΔΗΜΟΣ,ΔΥΤΙΚΗΣ ΑΧΑΙΑΣ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
510,913201,ΚΑΛΕΝΤΖΙΟΥ,9132,ΔΗΜΟΣ,ΕΡΥΜΑΝΘΟΥ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
511,913202,ΛΕΟΝΤΙΟΥ,9132,ΔΗΜΟΣ,ΕΡΥΜΑΝΘΟΥ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
512,913203,ΤΡΙΤΑΙΑΣ,9132,ΔΗΜΟΣ,ΕΡΥΜΑΝΘΟΥ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
513,913204,ΦΑΡΡΩΝ,9132,ΔΗΜΟΣ,ΕΡΥΜΑΝΘΟΥ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
514,913301,ΑΡΟΑΝΙΑΣ,9133,ΔΗΜΟΣ,ΚΑΛΑΒΡΥΤΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
515,913302,ΚΑΛΑΒΡΥΤΩΝ,9133,ΔΗΜΟΣ,ΚΑΛΑΒΡΥΤΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
516,913303,ΚΛΕΙΤΟΡΙΑΣ,9133,ΔΗΜΟΣ,ΚΑΛΑΒΡΥΤΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
517,913304,ΠΑΪΩΝ,9133,ΔΗΜΟΣ,ΚΑΛΑΒΡΥΤΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
518,913401,ΒΡΑΧΝΑΙΙΚΩΝ,9134,ΔΗΜΟΣ,ΠΑΤΡΕΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
519,913402,ΜΕΣΣΑΤΙΔΟΣ,9134,ΔΗΜΟΣ,ΠΑΤΡΕΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
520,913403,ΠΑΡΑΛΙΑΣ,9134,ΔΗΜΟΣ,ΠΑΤΡΕΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
521,913404,ΠΑΤΡΕΩΝ,9134,ΔΗΜΟΣ,ΠΑΤΡΕΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
522,913405,ΡΙΟΥ,9134,ΔΗΜΟΣ,ΠΑΤΡΕΩΝ,702,ΑΧΑΪΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
523,913501,ΑΝΔΡΑΒΙΔΑΣ,9135,ΔΗΜΟΣ,ΑΝΔΡΑΒΙΔΑΣ-ΚΥΛΛΗΝΗΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
524,913502,ΒΟΥΠΡΑΣΙΑΣ,9135,ΔΗΜΟΣ,ΑΝΔΡΑΒΙΔΑΣ-ΚΥΛΛΗΝΗΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
525,913503,ΚΑΣΤΡΟΥ - ΚΥΛΛΗΝΗΣ,9135,ΔΗΜΟΣ,ΑΝΔΡΑΒΙΔΑΣ-ΚΥΛΛΗΝΗΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
526,913504,ΛΕΧΑΙΝΩΝ,9135,ΔΗΜΟΣ,ΑΝΔΡΑΒΙΔΑΣ-ΚΥΛΛΗΝΗΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
527,913601,ΑΛΙΦΕΙΡΑΣ,9136,ΔΗΜΟΣ,ΑΝΔΡΙΤΣΑΙΝΑΣ-ΚΡΕΣΤΕΝΩΝ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
528,913602,ΑΝΔΡΙΤΣΑΙΝΗΣ,9136,ΔΗΜΟΣ,ΑΝΔΡΙΤΣΑΙΝΑΣ-ΚΡΕΣΤΕΝΩΝ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
529,913603,ΣΚΙΛΛΟΥΝΤΟΣ,9136,ΔΗΜΟΣ,ΑΝΔΡΙΤΣΑΙΝΑΣ-ΚΡΕΣΤΕΝΩΝ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
530,913701,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
531,913702,ΛΑΜΠΕΙΑΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
532,913703,ΛΑΣΙΩΝΟΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
533,913704,ΦΟΛΟΗΣ,9137,ΔΗΜΟΣ,ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
534,913801,ΖΑΧΑΡΩΣ,9138,ΔΗΜΟΣ,ΖΑΧΑΡΩΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
535,913802,ΦΙΓΑΛΕΙΑΣ,9138,ΔΗΜΟΣ,ΖΑΧΑΡΩΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
536,913901,ΑΜΑΛΙΑΔΟΣ,9139,ΔΗΜΟΣ,ΗΛΙΔΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
537,913902,ΠΗΝΕΙΑΣ,9139,ΔΗΜΟΣ,ΗΛΙΔΑΣ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
538,914001,ΒΑΡΘΟΛΟΜΙΟΥ,9140,ΔΗΜΟΣ,ΠΗΝΕΙΟΥ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
539,914002,ΓΑΣΤΟΥΝΗΣ,9140,ΔΗΜΟΣ,ΠΗΝΕΙΟΥ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
540,914003,ΤΡΑΓΑΝΟΥ,9140,ΔΗΜΟΣ,ΠΗΝΕΙΟΥ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
541,914101,ΒΩΛΑΚΟΣ,9141,ΔΗΜΟΣ,ΠΥΡΓΟΥ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
542,914102,ΙΑΡΔΑΝΟΥ,9141,ΔΗΜΟΣ,ΠΥΡΓΟΥ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
543,914103,ΠΥΡΓΟΥ,9141,ΔΗΜΟΣ,ΠΥΡΓΟΥ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
544,914104,ΩΛΕΝΗΣ,9141,ΔΗΜΟΣ,ΠΥΡΓΟΥ,703,ΗΛΕΙΑΣ,7,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ
545,914201,ΑΛΙΑΡΤΟΥ,9142,ΔΗΜΟΣ,ΑΛΙΑΡΤΟΥ,801,ΒΟΙΩΤΙΑΣ,8,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
546,914202,ΘΕΣΠΙΕΩΝ,9142,ΔΗΜΟΣ,ΑΛΙΑΡΤΟΥ,801,ΒΟΙΩΤΙΑΣ,8,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
547,914301,ΑΝΤΙΚΥΡΑΣ,9143,ΔΗΜΟΣ,ΔΙΣΤΟΜΟΥ - ΑΡΑΧΟΒΑΣ - ΑΝΤΙΚΥΡΑΣ,801,ΒΟΙΩΤΙΑΣ,8,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
548,914302,ΑΡΑΧΟΒΗΣ,9143,ΔΗΜΟΣ,ΔΙΣΤΟΜΟΥ - ΑΡΑΧΟΒΑΣ - ΑΝΤΙΚΥΡΑΣ,801,ΒΟΙΩΤΙΑΣ,8,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
549,914303,ΔΙΣΤΟΜΟΥ,9143,ΔΗΜΟΣ,ΔΙΣΤΟΜΟΥ - ΑΡΑΧΟΒΑΣ - ΑΝΤΙΚΥΡΑΣ,801,ΒΟΙΩΤΙΑΣ,8,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
550,914401,ΒΑΓΙΩΝ,9144,ΔΗΜΟΣ,ΘΗΒΑΙΩΝ,801,ΒΟΙΩΤΙΑΣ,8,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
551,914402,ΘΗΒΑΙΩΝ,9144,ΔΗΜΟΣ,ΘΗΒΑΙΩΝ,801,ΒΟΙΩΤΙΑΣ,8,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
552,914403,ΘΙΣΒΗΣ,9144,ΔΗΜΟΣ,ΘΗΒΑΙΩΝ,801,ΒΟΙΩΤΙΑΣ,8,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
553,914404,ΠΛΑΤΑΙΩΝ,9144,ΔΗΜΟΣ,ΘΗΒΑΙΩΝ,801,ΒΟΙΩΤΙΑΣ,8,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
554,914501,ΔΑΥΛΕΙΑΣ,9145,ΔΗΜΟΣ,ΛΕΒΑΔΕΩΝ,801,ΒΟΙΩΤΙΑΣ,8,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
555,914502,ΚΟΡΩΝΕΙΑΣ,9145,ΔΗΜΟΣ,ΛΕΒΑΔΕΩΝ,801,ΒΟΙΩΤΙΑΣ,8,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
556,914503,ΚΥΡΙΑΚΙΟΥ,9145,ΔΗΜΟΣ,ΛΕΒΑΔΕΩΝ,801,ΒΟΙΩΤΙΑΣ,8,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
557,914504,ΛΕΒΑΔΕΩΝ,9145,ΔΗΜΟΣ,ΛΕΒΑΔΕΩΝ,801,ΒΟΙΩΤΙΑΣ,8,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
558,914505,ΧΑΙΡΩΝΕΙΑΣ,9145,ΔΗΜΟΣ,ΛΕΒΑΔΕΩΝ,801,ΒΟΙΩΤΙΑΣ,8,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
559,914601,ΑΚΡΑΙΦΝΙΑΣ,9146,ΔΗΜΟΣ,ΟΡΧΟΜΕΝΟΥ,801,ΒΟΙΩΤΙΑΣ,8,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
560,914602,ΟΡΧΟΜΕΝΟΥ,9146,ΔΗΜΟΣ,ΟΡΧΟΜΕΝΟΥ,801,ΒΟΙΩΤΙΑΣ,8,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
561,914701,ΔΕΡΒΕΝΟΧΩΡΙΩΝ,9147,ΔΗΜΟΣ,ΤΑΝΑΓΡΑΣ,801,ΒΟΙΩΤΙΑΣ,8,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
562,914702,ΟΙΝΟΦΥΤΩΝ,9147,ΔΗΜΟΣ,ΤΑΝΑΓΡΑΣ,801,ΒΟΙΩΤΙΑΣ,8,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
563,914703,ΣΧΗΜΑΤΑΡΙΟΥ,9147,ΔΗΜΟΣ,ΤΑΝΑΓΡΑΣ,801,ΒΟΙΩΤΙΑΣ,8,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
564,914704,ΤΑΝΑΓΡΑΣ,9147,ΔΗΜΟΣ,ΤΑΝΑΓΡΑΣ,801,ΒΟΙΩΤΙΑΣ,8,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
565,914801,ΔΙΡΦΥΩΝ,9148,ΔΗΜΟΣ,ΔΙΡΦΥΩΝ-ΜΕΣΣΑΠΙΩΝ,802,ΕΥΒΟΙΑΣ,8,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
566,914802,ΜΕΣΣΑΠΙΩΝ,9148,ΔΗΜΟΣ,ΔΙΡΦΥΩΝ-ΜΕΣΣΑΠΙΩΝ,802,ΕΥΒΟΙΑΣ,8,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
567,914901,ΑΜΑΡΥΝΘΙΩΝ,9149,ΔΗΜΟΣ,ΕΡΕΤΡΙΑΣ,802,ΕΥΒΟΙΑΣ,8,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
568,914902,ΕΡΕΤΡΙΑΣ,9149,ΔΗΜΟΣ,ΕΡΕΤΡΙΑΣ,802,ΕΥΒΟΙΑΣ,8,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
569,915001,ΑΙΔΗΨΟΥ,9150,ΔΗΜΟΣ,ΙΣΤΙΑΙΑΣ-ΑΙΔΗΨΟΥ,802,ΕΥΒΟΙΑΣ,8,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
570,915002,ΑΡΤΕΜΙΣΙΟΥ,9150,ΔΗΜΟΣ,ΙΣΤΙΑΙΑΣ-ΑΙΔΗΨΟΥ,802,ΕΥΒΟΙΑΣ,8,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
571,915003,ΙΣΤΙΑΙΑΣ,9150,ΔΗΜΟΣ,ΙΣΤΙΑΙΑΣ-ΑΙΔΗΨΟΥ,802,ΕΥΒΟΙΑΣ,8,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
572,915004,ΛΙΧΑΔΟΣ,9150,ΔΗΜΟΣ,ΙΣΤΙΑΙΑΣ-ΑΙΔΗΨΟΥ,802,ΕΥΒΟΙΑΣ,8,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
573,915005,ΩΡΕΩΝ,9150,ΔΗΜΟΣ,ΙΣΤΙΑΙΑΣ-ΑΙΔΗΨΟΥ,802,ΕΥΒΟΙΑΣ,8,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
574,915101,ΚΑΡΥΣΤΟΥ,9151,ΔΗΜΟΣ,ΚΑΡΥΣΤΟΥ,802,ΕΥΒΟΙΑΣ,8,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
575,915102,ΚΑΦΗΡΕΩΣ,9151,ΔΗΜΟΣ,ΚΑΡΥΣΤΟΥ,802,ΕΥΒΟΙΑΣ,8,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ
